Task Number,Task,Fitness Score,Program,Primitives
341,e1d2900e.json,"(np.float64(1.0), np.float64(127.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
342,e2092e0c.json,"(np.float64(8.0), np.float64(211.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
343,e21a174a.json,"(np.float64(2.0), np.float64(41.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
344,e345f17b.json,"(np.float64(5.0), np.float64(29.0), np.float64(4.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
345,e4075551.json,"(np.float64(5.0), np.float64(173.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
346,e41c6fd3.json,"(np.float64(4.0), np.float64(432.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> reverse >> negative_lifted,"groupByColor_lifted, negative_lifted, reverse"
347,e57337a4.json,"(np.float64(0.0), np.float64(216.0), np.float64(12.0), np.float64(12.0))",groupByColor_lifted,groupByColor_lifted
348,e5790162.json,"(np.float64(8.0), np.float64(59.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
349,e5c44e8f.json,"(np.float64(3.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
350,e619ca6e.json,"(np.float64(0.0), np.float64(687.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
351,e633a9e5.json,"(np.float64(7.0), np.float64(25.0), np.float64(2.0), np.float64(4.0))",groupByColor_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
352,e66aafb8.json,"(np.float64(6.0), np.float64(534.0), np.float64(17.0), np.float64(18.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
353,e681b708.json,"(np.float64(3.0), np.float64(440.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
354,e69241bd.json,"(np.float64(3.0), np.float64(41.0), np.float64(0.0), np.float64(6.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
355,e6de6e8f.json,"(np.float64(1.0), np.float64(22.0), np.float64(5.0), np.float64(6.0))",negative_lifted,negative_lifted
356,e74e1818.json,"(np.float64(8.0), np.float64(34.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
357,e760a62e.json,"(np.float64(4.0), np.float64(505.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
358,e7639916.json,"(np.float64(1.0), np.float64(114.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
359,e78887d1.json,"(np.float64(5.0), np.float64(114.0), np.float64(0.0), np.float64(6.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
360,e7a25a18.json,"(np.float64(1.0), np.float64(48.0), np.float64(8.0), np.float64(8.0))",tail,tail
361,e7b06bea.json,"(np.float64(9.0), np.float64(69.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
362,e7dd8335.json,"(np.float64(1.0), np.float64(81.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
363,e872b94a.json,"(np.float64(1.0), np.float64(70.0), np.float64(11.0), np.float64(4.0))",negative_lifted,negative_lifted
364,e88171ec.json,"(np.float64(1.0), np.float64(248.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
365,e95e3d8e.json,"(np.float64(8.0), np.float64(484.0), np.float64(0.0), np.float64(11.0))",groupByColor_lifted >> intersect >> splitH_lifted,"groupByColor_lifted, intersect, splitH_lifted"
366,e99362f0.json,"(np.float64(4.0), np.float64(89.0), np.float64(5.0), np.float64(6.0))",groupByColor_lifted >> sortByWeight >> negative_lifted,"groupByColor_lifted, negative_lifted, sortByWeight"
367,e9ac8c9e.json,"(np.float64(5.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
368,e9b4f6fc.json,"(np.float64(2.0), np.float64(153.0), np.float64(9.0), np.float64(9.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
369,e9bb6954.json,"(np.float64(8.0), np.float64(255.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
370,e9c9d9a1.json,"(np.float64(5.0), np.float64(212.0), np.float64(0.0), np.float64(14.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
371,ea959feb.json,"(np.float64(9.0), np.float64(550.0), np.float64(0.0), np.float64(17.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
372,ea9794b1.json,"(np.float64(0.0), np.float64(54.0), np.float64(5.0), np.float64(5.0))",init,init
373,ecaa0ec1.json,"(np.float64(8.0), np.float64(111.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
374,ed74f2f2.json,"(np.float64(2.0), np.float64(36.0), np.float64(6.0), np.float64(2.0))",negative_lifted,negative_lifted
375,ed98d772.json,"(np.float64(0.0), np.float64(21.0), np.float64(3.0), np.float64(3.0))",negative_lifted,negative_lifted
376,ef26cbf6.json,"(np.float64(5.0), np.float64(77.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
377,f0afb749.json,"(np.float64(1.0), np.float64(38.0), np.float64(6.0), np.float64(6.0))",negative_lifted,negative_lifted
378,f0df5ff0.json,"(np.float64(6.0), np.float64(188.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
379,f21745ec.json,"(np.float64(2.0), np.float64(430.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
380,f3b10344.json,"(np.float64(4.0), np.float64(694.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
381,f3cdc58f.json,"(np.float64(5.0), np.float64(87.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
382,f3e62deb.json,"(np.float64(0.0), np.float64(84.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
383,f4081712.json,"(np.float64(7.0), np.float64(551.0), np.float64(19.0), np.float64(19.0))",negative_lifted >> negative_lifted,negative_lifted
384,f45f5ca7.json,"(np.float64(9.0), np.float64(92.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
385,f5aa3634.json,"(np.float64(2.0), np.float64(213.0), np.float64(11.0), np.float64(12.0))",groupByColor_lifted >> reverse >> negative_lifted,"groupByColor_lifted, negative_lifted, reverse"
386,f5c89df1.json,"(np.float64(5.0), np.float64(155.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
387,f823c43c.json,"(np.float64(3.0), np.float64(144.0), np.float64(0.0), np.float64(9.0))",splitH_lifted >> negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
388,f83cb3f6.json,"(np.float64(1.0), np.float64(144.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
389,f8be4b64.json,"(np.float64(3.0), np.float64(150.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
390,f9a67cb5.json,"(np.float64(3.0), np.float64(104.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
391,f9d67f8b.json,"(np.float64(9.0), np.float64(900.0), np.float64(0.0), np.float64(23.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
392,fafd9572.json,"(np.float64(4.0), np.float64(120.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
393,fb791726.json,"(np.float64(1.0), np.float64(65.0), np.float64(7.0), np.float64(7.0))",negative_lifted,negative_lifted
394,fc754716.json,"(np.float64(1.0), np.float64(16.0), np.float64(0.0), np.float64(4.0))",splitH_lifted >> splitH_lifted,splitH_lifted
395,fd096ab6.json,"(np.float64(7.0), np.float64(576.0), np.float64(0.0), np.float64(18.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
396,fd4b2b02.json,"(np.float64(1.0), np.float64(581.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
397,fe9372f3.json,"(np.float64(3.0), np.float64(83.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
398,fea12743.json,"(np.float64(2.0), np.float64(176.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
399,ff72ca3e.json,"(np.float64(2.0), np.float64(71.0), np.float64(0.0), np.float64(7.0))",splitH_lifted >> negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
