Task Number,Task,Fitness Score,Program,Primitives
342,d8c310e9.json,"(np.float64(6.0), np.float64(60.0), np.float64(0.0), np.float64(3.0))",splitH_lifted >> negative_lifted >> union,"negative_lifted, splitH_lifted, union"
343,d90796e8.json,"(np.float64(5.0), np.float64(46.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
344,d9f24cd1.json,"(np.float64(3.0), np.float64(72.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
345,d9fac9be.json,"(np.float64(1.0), np.float64(121.0), np.float64(11.0), np.float64(10.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
346,dae9d2b5.json,"(np.float64(5.0), np.float64(13.0), np.float64(3.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
347,db3e9e38.json,"(np.float64(1.0), np.float64(39.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
348,db93a21d.json,"(np.float64(2.0), np.float64(332.0), np.float64(0.0), np.float64(15.0))",splitH_lifted >> splitH_lifted >> negative_lifted,"negative_lifted, splitH_lifted"
349,dbc1a6ce.json,"(np.float64(1.0), np.float64(61.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
350,dc0a314f.json,"(np.float64(5.0), np.float64(231.0), np.float64(11.0), np.float64(11.0))",negative_lifted >> negative_lifted,negative_lifted
351,dc1df850.json,"(np.float64(2.0), np.float64(8.0), np.float64(4.0), np.float64(3.0))",cropToContent_lifted,cropToContent_lifted
352,dc433765.json,"(np.float64(4.0), np.float64(7.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
353,ddf7fa4f.json,"(np.float64(2.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
354,de1cd16c.json,"(np.float64(2.0), np.float64(303.0), np.float64(18.0), np.float64(15.0))",negative_lifted >> negative_lifted,negative_lifted
355,ded97339.json,"(np.float64(0.0), np.float64(87.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
356,e179c5f4.json,"(np.float64(1.0), np.float64(39.0), np.float64(3.0), np.float64(9.0))",cropToContent_lifted,cropToContent_lifted
357,e21d9049.json,"(np.float64(5.0), np.float64(189.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
358,e26a3af2.json,"(np.float64(5.0), np.float64(210.0), np.float64(0.0), np.float64(12.0))",groupByColor_lifted >> splitH_lifted >> splitH_lifted,"groupByColor_lifted, splitH_lifted"
359,e3497940.json,"(np.float64(4.0), np.float64(78.0), np.float64(5.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
360,e40b9e2f.json,"(np.float64(3.0), np.float64(97.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
361,e48d4e1a.json,"(np.float64(3.0), np.float64(81.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> intersect >> negative_lifted,"groupByColor_lifted, intersect, negative_lifted"
362,e5062a87.json,"(np.float64(3.0), np.float64(88.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
363,e509e548.json,"(np.float64(4.0), np.float64(168.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
364,e50d258f.json,"(np.float64(3.0), np.float64(77.0), np.float64(6.0), np.float64(4.0))",groupByColor_lifted >> negative_lifted >> tail,"groupByColor_lifted, negative_lifted, tail"
365,e6721834.json,"(np.float64(4.0), np.float64(157.0), np.float64(8.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> sortByWeight,"groupByColor_lifted, negative_lifted, sortByWeight"
366,e73095fd.json,"(np.float64(1.0), np.float64(236.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
367,e76a88a6.json,"(np.float64(3.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
368,e8593010.json,"(np.float64(4.0), np.float64(94.0), np.float64(0.0), np.float64(9.0))",splitH_lifted >> splitH_lifted >> splitH_lifted,splitH_lifted
369,e8dc4411.json,"(np.float64(3.0), np.float64(192.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
370,e9614598.json,"(np.float64(1.0), np.float64(95.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
371,e98196ab.json,"(np.float64(1.0), np.float64(6.0), np.float64(0.0), np.float64(6.0))",splitH_lifted >> union,"splitH_lifted, union"
372,e9afcf9a.json,"(np.float64(3.0), np.float64(12.0), np.float64(0.0), np.float64(1.0))",negative_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
373,ea32f347.json,"(np.float64(4.0), np.float64(100.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
374,ea786f4a.json,"(np.float64(1.0), np.float64(36.0), np.float64(0.0), np.float64(6.0))",negative_lifted >> splitH_lifted >> splitH_lifted,"negative_lifted, splitH_lifted"
375,eb281b96.json,"(np.float64(0.0), np.float64(129.0), np.float64(0.0), np.float64(9.0))",negative_lifted,negative_lifted
376,eb5a1d5d.json,"(np.float64(3.0), np.float64(413.0), np.float64(15.0), np.float64(14.0))",negative_lifted >> negative_lifted,negative_lifted
377,ec883f72.json,"(np.float64(3.0), np.float64(139.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
378,ecdecbb3.json,"(np.float64(3.0), np.float64(181.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
379,ed36ccf7.json,"(np.float64(3.0), np.float64(4.0), np.float64(2.0), np.float64(2.0))",splitH_lifted >> intersect >> cropToContent_lifted,"cropToContent_lifted, intersect, splitH_lifted"
380,ef135b50.json,"(np.float64(1.0), np.float64(92.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
381,f15e1fac.json,"(np.float64(3.0), np.float64(111.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
382,f1cefba8.json,"(np.float64(1.0), np.float64(278.0), np.float64(0.0), np.float64(0.0))",negative_lifted,negative_lifted
383,f25fbde4.json,"(np.float64(0.0), np.float64(61.0), np.float64(3.0), np.float64(1.0))",negative_lifted,negative_lifted
384,f25ffba3.json,"(np.float64(3.0), np.float64(22.0), np.float64(0.0), np.float64(9.0))",splitH_lifted >> splitH_lifted >> splitH_lifted,splitH_lifted
385,f2829549.json,"(np.float64(4.0), np.float64(26.0), np.float64(4.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
386,f35d900a.json,"(np.float64(4.0), np.float64(230.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
387,f5b8619d.json,"(np.float64(5.0), np.float64(8.0), np.float64(2.0), np.float64(3.0))",splitH_lifted >> negative_lifted >> union,"negative_lifted, splitH_lifted, union"
388,f76d97a5.json,"(np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
389,f8a8fe49.json,"(np.float64(1.0), np.float64(218.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
390,f8b3ba0a.json,"(np.float64(2.0), np.float64(75.0), np.float64(12.0), np.float64(3.0))",negative_lifted >> splitH_lifted >> union,"negative_lifted, splitH_lifted, union"
391,f8c80d96.json,"(np.float64(3.0), np.float64(100.0), np.float64(0.0), np.float64(8.0))",splitH_lifted >> tail >> splitH_lifted,"splitH_lifted, tail"
392,f8ff0b80.json,"(np.float64(1.0), np.float64(29.0), np.float64(11.0), np.float64(9.0))",sortByColor,sortByColor
393,f9012d9b.json,"(np.float64(1.0), np.float64(41.0), np.float64(5.0), np.float64(5.0))",sortByWeight,sortByWeight
394,fafffa47.json,"(np.float64(4.0), np.float64(16.0), np.float64(0.0), np.float64(3.0))",groupByColor_lifted >> negative_lifted >> union,"groupByColor_lifted, negative_lifted, union"
395,fcb5c309.json,"(np.float64(0.0), np.float64(200.0), np.float64(9.0), np.float64(8.0))",groupByColor_lifted >> negative_lifted,"groupByColor_lifted, negative_lifted"
396,fcc82909.json,"(np.float64(8.0), np.float64(84.0), np.float64(0.0), np.float64(0.0))",groupByColor_lifted >> negative_lifted >> intersect,"groupByColor_lifted, intersect, negative_lifted"
397,feca6190.json,"(np.float64(3.0), np.float64(5.0), np.float64(4.0), np.float64(4.0))",cropToContent_lifted >> negative_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
398,ff28f65a.json,"(np.float64(2.0), np.float64(19.0), np.float64(4.0), np.float64(2.0))",cropToContent_lifted >> negative_lifted,"cropToContent_lifted, negative_lifted"
399,ff805c23.json,"(np.float64(0.0), np.float64(356.0), np.float64(19.0), np.float64(19.0))",groupByColor_lifted >> negative_lifted >> sortByWeight,"groupByColor_lifted, negative_lifted, sortByWeight"
